-0.481,0.00227
-0.454,0.00257
-0.427,0.00311
-0.4,0.00371
-0.373,0.00453
-0.346,0.00562
-0.319,0.00692
-0.292,0.00866
-0.265,0.0112
-0.238,0.0147
-0.211,0.0199
-0.184,0.0288
-0.157,0.0438
-0.13,0.075
-0.103,0.197
-0.0759,0.866
-0.0489,1.98
-0.0219,3.56
0.0,3.59
0.00504,3.6
0.032,3.0
0.059,1.31
0.086,0.331
0.113,0.0577
0.14,0.0217
0.167,0.0113
0.194,0.00599
0.221,0.00319
0.248,0.00163
0.275,0.000757
0.302,0.00012
